zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
111924199,77 Bluxome St UNIT 317,94107,San Francisco,CA,,,393972,323057,421550,2,Daniel Webster Elementary,
111924206,555 Bartlett St APT 203,94110,San Francisco,CA,,,603442,531029,669821,3,Alvarado Elementary,James Lick Middle
111924246,766 Harrison St UNIT 610,94107,San Francisco,CA,,,392278,337359,443274,1,Daniel Webster Elementary,
111924257,766 Harrison St # 62,94107,San Francisco,CA,,,352420,320702,384138,1,Daniel Webster Elementary,
111924258,3563 Sacramento St,94118,San Francisco,CA,,,1344351,1142698,1519117,46,Sutro Elementary,Roosevelt Middle
111924263,77 Bluxome St UNIT 519,94107,San Francisco,CA,,,452084,316459,551542,4,Daniel Webster Elementary,
111924284,900 Minnesota St UNIT 114,94107,San Francisco,CA,,,837010,736569,954191,44,Daniel Webster Elementary,
111924320,2868 22nd St,94110,San Francisco,CA,,,758896,622295,857552,14,George R. Moscone Elementary,Herbert Hoover Middle
111924340,62 Schwerin St,94134,San Francisco,CA,,,697090,627381,794683,81,Visitacion Valley Elementary,Visitacion Valley Middle
111924396,926 Shotwell St # 1,94110,San Francisco,CA,37.753114,-122.415545,1090082,915669,1253594,65,Cesar Chavez Elementary,Everett Middle
111924461,77 Bluxome St UNIT 403,94107,San Francisco,CA,,,403467,322774,447848,3,Daniel Webster Elementary,
111924462,1397 Clayton St,94114,San Francisco,CA,,,3133668,2600944,3791738,98,Clarendon Elementary,Presidio Middle
111924542,601 Alabama St UNIT 306,94110,San Francisco,CA,,,821086,714345,919616,22,George R. Moscone Elementary,Herbert Hoover Middle
111924582,301 Mission St UNIT 5E,94105,San Francisco,CA,,,1286950,1106777,1415645,70,Daniel Webster Elementary,
111924639,77 Bluxome St UNIT 405,94107,San Francisco,CA,,,398709,334916,426619,2,Daniel Webster Elementary,
111924727,77 Bluxome St UNIT 310,94107,San Francisco,CA,,,394587,327507,422208,2,Daniel Webster Elementary,
111924736,766 Harrison St UNIT 613,94107,San Francisco,CA,,,351221,316099,400392,1,Daniel Webster Elementary,
111924763,511 Campbell Ave,94134,San Francisco,CA,37.715122,-122.406563,704081,640714,774489,83,El Dorado Elementary,Visitacion Valley Middle
111924767,684 Arkansas St,94107,San Francisco,CA,,,781135,687399,874871,37,Starr King Elementary,Aptos Middle
111924891,652 Waller St,94117,San Francisco,CA,,,1253788,1103333,1391705,47,Mckinley Elementary,Everett Middle
111924977,1518 25th St # IT2,94107,San Francisco,CA,,,671329,631049,798882,21,Starr King Elementary,Aptos Middle
111925023,301 Mission St UNIT 4H,94105,San Francisco,CA,,,865983,753405,978561,38,Daniel Webster Elementary,
111925092,1211-1215 Dolores St,94110,San Francisco,CA,,,999638,849692,1129591,51,Alvarado Elementary,James Lick Middle
111925096,158 Funston Ave,94118,San Francisco,CA,,,1801926,1513618,2090234,74,Sutro Elementary,Roosevelt Middle
111925243,3440 18th St,94110,San Francisco,CA,,,569326,495314,631952,2,Sanchez Elementary,Everett Middle
111925284,818 Van Ness Ave APT 407,94109,San Francisco,CA,,,733483,652800,792162,31,Tenderloin Elementary,Francisco Middle
111925515,301 Mission St UNIT 9A,94105,San Francisco,CA,,,1568467,1207720,1866476,80,Daniel Webster Elementary,
111925537,301 Mission St UNIT 7E,94105,San Francisco,CA,,,1286932,1106762,1415625,70,Daniel Webster Elementary,
111925556,766 Harrison St UNIT 806,94107,San Francisco,CA,,,360841,328365,393317,1,Daniel Webster Elementary,
111925569,77 Bluxome St UNIT 312,94107,San Francisco,CA,,,396672,329238,432372,2,Daniel Webster Elementary,
111925672,766 Harrison St UNIT 705,94107,San Francisco,CA,,,780531,359044,1014690,37,Daniel Webster Elementary,
111925673,118 Beulah St,94117,San Francisco,CA,,,1208238,1027002,1401556,44,Grattan Elementary,A. P. Giannini Middle
111925807,2150 Vallejo St APT 2,94123,San Francisco,CA,,,1395299,1241816,1562735,27,Sherman Elementary,Marina Middle
111925885,3047 Fillmore St # B,94123,San Francisco,CA,,,1007700,846468,1219317,14,Sherman Elementary,Marina Middle
111925898,766 Harrison St UNIT 509,94107,San Francisco,CA,,,404447,351869,469159,3,Daniel Webster Elementary,
111925912,301 Mission St UNIT 4E,94105,San Francisco,CA,,,1263986,1099668,1415664,68,Daniel Webster Elementary,
111925941,77 Bluxome St UNIT 514,94107,San Francisco,CA,,,421711,337369,468099,3,Daniel Webster Elementary,
111925986,301 Mission St UNIT 21E,94105,San Francisco,CA,,,1196582,1029061,1352138,63,Daniel Webster Elementary,
111926000,854 York St,94110,San Francisco,CA,,,894796,796368,1020067,33,Bryant Elementary,
111926075,301 Mission St UNIT 21J,94105,San Francisco,CA,,,1237676,1064401,1423327,67,Daniel Webster Elementary,
111926088,77 Bluxome St UNIT 612,94107,San Francisco,CA,,,410496,332502,451546,3,Daniel Webster Elementary,
111926142,166 29th St,94110,San Francisco,CA,37.744123,-122.423716,2255434,1623912,2638858,99,Alvarado Elementary,James Lick Middle
111926160,77 Bluxome St UNIT 216,94107,San Francisco,CA,,,422326,354754,451889,3,Daniel Webster Elementary,
111926173,301 Mission St UNIT 5J,94105,San Francisco,CA,,,1424699,1210994,1624157,76,Daniel Webster Elementary,
111926199,301 Mission St UNIT 16E,94105,San Francisco,CA,,,1286950,1106777,1415645,70,Daniel Webster Elementary,
111926206,301 Mission St UNIT 6F,94105,San Francisco,CA,,,2344588,1805333,3212086,92,Daniel Webster Elementary,
111926257,77 Bluxome St UNIT 208,94107,San Francisco,CA,,,397968,326334,425826,2,Daniel Webster Elementary,
111926352,3543 18th St,94110,San Francisco,CA,,,1058938,931865,1207189,61,Harvey Milk Civil Rights Elementary,Everett Middle
111926360,77 Bluxome St UNIT 606,94107,San Francisco,CA,,,457544,361460,512449,4,Daniel Webster Elementary,
111926373,77 Bluxome St UNIT 608,94107,San Francisco,CA,,,429955,339664,472950,4,Daniel Webster Elementary,
111926386,81 Chattanooga St,94114,San Francisco,CA,,,1551714,1272405,1862057,61,Harvey Milk Civil Rights Elementary,Everett Middle
111926402,301 Mission St UNIT 22B,94105,San Francisco,CA,,,792654,673756,887772,30,Daniel Webster Elementary,
111926443,77 Bluxome St UNIT 502,94107,San Francisco,CA,,,424861,348386,467347,4,Daniel Webster Elementary,
111926467,301 Mission St UNIT 5D,94105,San Francisco,CA,,,891137,802023,989162,41,Daniel Webster Elementary,
111926480,16 Jessie St APT 213,94105,San Francisco,CA,,,729150,634360,809357,22,Daniel Webster Elementary,
111926490,3079 22nd St,94110,San Francisco,CA,,,1156273,1017520,1318151,73,Cesar Chavez Elementary,Everett Middle
111926541,753 18th Ave,94121,San Francisco,CA,,,900677,774582,1026772,27,Argonne Elementary,Presidio Middle
111926643,16 Jessie St APT 205,94105,San Francisco,CA,37.789905,-122.398941,1183333,1017666,1372666,62,Daniel Webster Elementary,
111926667,301 Mission St UNIT 14D,94105,San Francisco,CA,,,892734,803461,990935,41,Daniel Webster Elementary,
111926775,77 Bluxome St UNIT 410,94107,San Francisco,CA,,,403015,330472,443316,3,Daniel Webster Elementary,
111926830,301 Mission St UNIT 15F,94105,San Francisco,CA,,,2384251,2026613,3171054,93,Daniel Webster Elementary,
111926855,77 Bluxome St UNIT 209,94107,San Francisco,CA,,,400216,324175,440238,2,Daniel Webster Elementary,
111926863,1233-1237 Guerrero St,94110,San Francisco,CA,,,895374,734207,1065495,33,Cesar Chavez Elementary,Everett Middle
111926868,77 Bluxome St UNIT 614,94107,San Francisco,CA,,,406012,324810,450673,3,Daniel Webster Elementary,
111926870,141 Ames St,94110,San Francisco,CA,37.754339,-122.423602,748824,621524,846171,12,Harvey Milk Civil Rights Elementary,Everett Middle
111927083,778 Clayton St,94117,San Francisco,CA,,,1662172,1446090,1894876,71,Grattan Elementary,A. P. Giannini Middle
111927103,3438 18th St,94110,San Francisco,CA,,,609108,554288,682201,3,Sanchez Elementary,Everett Middle
111927286,766 Harrison St UNIT 513,94107,San Francisco,CA,,,351749,316574,379889,1,Daniel Webster Elementary,
111927295,301 Mission St UNIT 8G,94105,San Francisco,CA,,,1443033,1197717,1630627,76,Daniel Webster Elementary,
111927403,766 Harrison St UNIT 402,94107,San Francisco,CA,,,387281,317570,449246,1,Daniel Webster Elementary,
111927420,301 Mission St UNIT 5F,94105,San Francisco,CA,,,2345145,1805762,3212849,92,Daniel Webster Elementary,
111927437,77 Bluxome St UNIT 401,94107,San Francisco,CA,,,452895,312498,557061,4,Daniel Webster Elementary,
111927444,77 Bluxome St UNIT 415,94107,San Francisco,CA,,,403329,334763,447695,3,Daniel Webster Elementary,
111927507,77 Bluxome St UNIT 408,94107,San Francisco,CA,,,400052,332043,440057,2,Daniel Webster Elementary,
111927531,163 Lee Ave,94112,San Francisco,CA,37.721184,-122.454414,497826,423152,557565,4,Sunnyside Elementary,James Denman Middle
111927534,301 Mission St UNIT 14G,94105,San Francisco,CA,,,1458313,1268732,1647894,77,Daniel Webster Elementary,
111927568,77 Bluxome St UNIT 305,94107,San Francisco,CA,,,405338,332377,445872,3,Daniel Webster Elementary,
111927571,77 Bluxome St UNIT 601,94107,San Francisco,CA,,,416033,336987,465957,3,Daniel Webster Elementary,
111927673,2256 Bryant St # 1,94110,San Francisco,CA,,,1196821,1065171,1364376,77,Bryant Elementary,
111927683,3436 18th St,94110,San Francisco,CA,37.761982,-122.420362,561712,488689,623500,1,Sanchez Elementary,Everett Middle
111927687,301 Mission St UNIT 17J,94105,San Francisco,CA,,,1401914,1177608,1584163,74,Daniel Webster Elementary,
111927720,766 Harrison St UNIT 713,94107,San Francisco,CA,,,363892,323864,411198,1,Daniel Webster Elementary,
111927728,77 Bluxome St UNIT 417,94107,San Francisco,CA,,,404329,331550,444762,3,Daniel Webster Elementary,
111927874,301 Mission St UNIT 26A,94105,San Francisco,CA,,,1921311,1825245,2075016,87,Daniel Webster Elementary,
111927917,766 Harrison St UNIT 807,94107,San Francisco,CA,,,348219,320361,376077,0,Daniel Webster Elementary,
111927932,2005 19th St,94107,San Francisco,CA,,,1739943,1513750,1983535,96,Daniel Webster Elementary,
111927959,857 Hayes St,94117,San Francisco,CA,,,1217876,1047373,1388379,44,John Muir Elementary,James Lick Middle
111927965,428 Elizabeth St,94114,San Francisco,CA,,,1284086,1104314,1438176,39,Alvarado Elementary,James Lick Middle
111927975,301 Mission St UNIT 16A,94105,San Francisco,CA,,,1719496,1478767,1994615,84,Daniel Webster Elementary,
111927996,126 Beaumont Ave,94118,San Francisco,CA,,,943649,802102,1009704,15,New Traditions Elementary,Roosevelt Middle
111928206,829 Folsom St UNIT 304,94107,San Francisco,CA,,,638152,574337,689204,16,Daniel Webster Elementary,
111928373,125 Highland Ave,94110,San Francisco,CA,,,874839,734865,962323,30,Junipero Serra Elementary,Herbert Hoover Middle
111928403,77 Bluxome St UNIT 306,94107,San Francisco,CA,,,389733,323478,417014,1,Daniel Webster Elementary,
111928404,708 21st Ave,94121,San Francisco,CA,,,704037,633633,795562,4,Argonne Elementary,Presidio Middle
111928424,77 Bluxome St UNIT 617,94107,San Francisco,CA,,,406940,333691,455773,3,Daniel Webster Elementary,
111928438,1681 Noe St,94131,San Francisco,CA,,,704196,598567,830951,11,Glen Park Elementary,James Lick Middle
111928440,77 Bluxome St UNIT 510,94107,San Francisco,CA,,,401710,337436,445898,2,Daniel Webster Elementary,
111928460,77 Bluxome St UNIT 301,94107,San Francisco,CA,,,399623,327691,435589,2,Daniel Webster Elementary,
111928562,301 Mission St UNIT 3G,94105,San Francisco,CA,,,1460915,1270996,1650834,77,Daniel Webster Elementary,
111928609,747 Shrader St,94117,San Francisco,CA,,,1415364,1203059,1599361,56,Grattan Elementary,A. P. Giannini Middle
111928660,766 Harrison St UNIT 403,94107,San Francisco,CA,,,358482,319049,408669,1,Daniel Webster Elementary,
111928692,77 Bluxome St UNIT 409,94107,San Francisco,CA,,,420142,344516,462156,3,Daniel Webster Elementary,
111928746,77 Bluxome St UNIT 107,94107,San Francisco,CA,,,397792,322212,441549,2,Daniel Webster Elementary,
111928777,1627 34th Ave,94122,San Francisco,CA,37.756695,-122.493096,1047233,921565,1151956,76,Robert Louis Stevenson Elementary,A. P. Giannini Middle
111928780,77 Bluxome St UNIT 607,94107,San Francisco,CA,,,409200,323268,441936,3,Daniel Webster Elementary,
111928817,77 Bluxome St UNIT 516,94107,San Francisco,CA,,,417652,342475,455241,3,Daniel Webster Elementary,
111928852,110 Otter Cove Ter # 46,94134,San Francisco,CA,,,668447,574864,775399,72,Bret Harte Elementary,James Lick Middle
111928872,301 Mission St UNIT 6B,94105,San Francisco,CA,,,792310,673464,887387,30,Daniel Webster Elementary,
111928883,301 Mission St UNIT 9J,94105,San Francisco,CA,,,1236233,1063160,1421668,67,Daniel Webster Elementary,
111928890,301 Mission St UNIT 12B,94105,San Francisco,CA,,,792326,673477,887405,30,Daniel Webster Elementary,
111928907,77 Bluxome St UNIT 504,94107,San Francisco,CA,,,394098,327101,421685,2,Daniel Webster Elementary,
111928916,77 Bluxome St UNIT 302,94107,San Francisco,CA,,,412111,342052,453322,3,Daniel Webster Elementary,
111928938,77 Bluxome St UNIT 214,94107,San Francisco,CA,,,406038,328891,446642,3,Daniel Webster Elementary,
111928993,124 Brussels St,94134,San Francisco,CA,37.73027,-122.407216,590966,531869,655972,46,Edward R. Taylor Elementary,King Middle
111929010,77 Bluxome St UNIT 509,94107,San Francisco,CA,,,400293,332243,440322,2,Daniel Webster Elementary,
111929012,77 Bluxome St UNIT 117,94107,San Francisco,CA,,,411259,337232,456497,3,Daniel Webster Elementary,
111929016,1669 Grove St,94117,San Francisco,CA,,,1199759,1055788,1343730,43,New Traditions Elementary,Roosevelt Middle
111929068,301 Mission St UNIT 20C,94105,San Francisco,CA,,,988278,830154,1215582,50,Daniel Webster Elementary,
111929153,2256 Bryant St # 3,94110,San Francisco,CA,,,987859,819923,1136038,49,Bryant Elementary,
111929160,736 Valencia St APT 401,94110,San Francisco,CA,,,1104528,905713,1237071,67,Harvey Milk Civil Rights Elementary,Everett Middle
111929187,301 Mission St UNIT 8A,94105,San Francisco,CA,37.790542,-122.395927,1644468,1447132,1858249,82,Daniel Webster Elementary,
111929203,813 Union St,94133,San Francisco,CA,37.799816,-122.412779,1352440,1122525,1582355,48,Yick Wo Elementary,Francisco Middle
111929214,4241 25th St # 2,94114,San Francisco,CA,,,1958999,1625969,2174489,84,Alvarado Elementary,James Lick Middle
111929236,301 Mission St UNIT 12G,94105,San Francisco,CA,,,1456373,1267045,1645701,77,Daniel Webster Elementary,
111929239,77 Bluxome St UNIT 104,94107,San Francisco,CA,,,417431,350642,446651,3,Daniel Webster Elementary,
111929242,301 Mission St UNIT 16H,94105,San Francisco,CA,,,881712,793541,969883,40,Daniel Webster Elementary,
111929255,848 26th Ave,94121,San Francisco,CA,37.773505,-122.485004,836198,735854,969990,12,Argonne Elementary,Presidio Middle
111929312,77 Bluxome St UNIT 319,94107,San Francisco,CA,,,402996,318367,443296,3,Daniel Webster Elementary,
111929333,77 Bluxome St UNIT 204,94107,San Francisco,CA,,,416916,346040,446100,3,Daniel Webster Elementary,
111929343,856 York St,94110,San Francisco,CA,37.758356,-122.408996,718352,610599,869206,9,Bryant Elementary,
111929432,301 Mission St UNIT 7J,94105,San Francisco,CA,,,1417519,1204891,1630147,75,Daniel Webster Elementary,
111929464,301 Mission St UNIT 25F,94105,San Francisco,CA,,,2379441,2022525,3164657,93,Daniel Webster Elementary,
111929497,77 Bluxome St UNIT 407,94107,San Francisco,CA,,,416031,320344,453474,3,Daniel Webster Elementary,
111929498,77 Bluxome St UNIT 111,94107,San Francisco,CA,,,415052,319590,456557,3,Daniel Webster Elementary,
111929616,301 Mission St UNIT 8B,94105,San Francisco,CA,,,792242,673406,887311,30,Daniel Webster Elementary,
111929691,301 Mission St UNIT 4B,94105,San Francisco,CA,,,792242,673406,887311,30,Daniel Webster Elementary,
111929845,77 Bluxome St UNIT 115,94107,San Francisco,CA,,,394015,330973,421596,2,Daniel Webster Elementary,
111929935,301 Mission St UNIT 20F,94105,San Francisco,CA,,,2622877,2255674,3357283,95,Daniel Webster Elementary,
111929960,766 Harrison St UNIT 404,94107,San Francisco,CA,,,345953,314817,390927,0,Daniel Webster Elementary,
111929998,555 Bartlett St APT 408,94110,San Francisco,CA,,,585575,521162,667556,2,Alvarado Elementary,James Lick Middle
111930043,301 Mission St UNIT 7A,94105,San Francisco,CA,,,1599214,1391316,1887073,81,Daniel Webster Elementary,
111930061,77 Bluxome St UNIT 108,94107,San Francisco,CA,,,406414,333259,447055,3,Daniel Webster Elementary,
111930081,66 Cleary Ct APT 1106,94109,San Francisco,CA,,,583629,542775,671173,17,Rosa Parks Elementary,Presidio Middle
111930151,301 Mission St UNIT 6A,94105,San Francisco,CA,,,1646240,1448691,1860251,82,Daniel Webster Elementary,
111930174,246 2nd St APT 1101,94105,San Francisco,CA,37.785747,-122.397399,683221,608067,751543,15,Daniel Webster Elementary,
111930183,766 Harrison St UNIT 708,94107,San Francisco,CA,,,371593,338150,412468,1,Daniel Webster Elementary,
111930238,818 Van Ness Ave APT 508,94109,San Francisco,CA,,,626706,557768,695644,21,Tenderloin Elementary,Francisco Middle
111930251,2516 Greenwich St,94123,San Francisco,CA,,,1354203,1178157,1543791,25,William L. Cobb Elementary,Roosevelt Middle
111930279,2434 Judah St,94122,San Francisco,CA,37.761261,-122.488127,998342,878541,1118143,71,Robert Louis Stevenson Elementary,A. P. Giannini Middle
111930291,766 Harrison St UNIT 504,94107,San Francisco,CA,,,373292,332230,433019,1,Daniel Webster Elementary,
111930305,77 Bluxome St UNIT 119,94107,San Francisco,CA,,,409528,319432,450481,3,Daniel Webster Elementary,
111930345,77 Bluxome St UNIT 611,94107,San Francisco,CA,,,447693,331293,505893,4,Daniel Webster Elementary,
111930350,1261 Florida St,94110,San Francisco,CA,,,823952,725078,955784,22,Bryant Elementary,
111930393,736 Valencia St APT 201,94110,San Francisco,CA,,,1370361,1192214,1507397,89,Harvey Milk Civil Rights Elementary,Everett Middle
111930467,77 Bluxome St UNIT 309,94107,San Francisco,CA,,,415203,340466,444267,3,Daniel Webster Elementary,
111930476,301 Mission St UNIT 3E,94105,San Francisco,CA,,,1617468,1277800,1940962,81,Daniel Webster Elementary,
111930533,766 Harrison St UNIT 413,94107,San Francisco,CA,,,359876,327487,392265,1,Daniel Webster Elementary,
